Div;Season;Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR;HTHG;HTAG;HTR;IWH;IWD;IWA;avg_home_spectator;avg_away_spectator
SP1;12_13;09.02.2013;Mallorca;Osasuna;1;1;D;0;0;D;2.2;3.3;3.1;13205;15852
SP1;12_13;09.02.2013;Real Madrid;Sevilla;4;1;H;2;0;H;1.35;4.8;7.6;74564;35684
SP1;12_13;10.02.2013;Ath Bilbao;Espanol;0;4;A;0;1;A;1.75;3.5;4.5;35053;23682
SP1;12_13;10.02.2013;Barcelona;Getafe;6;1;H;2;0;H;1.1;8.0;20.0;75844;9632
SP1;12_13;10.02.2013;Vallecano;Ath Madrid;2;1;H;2;0;H;3.6;3.3;2.0;10849;43038
SP1;12_13;10.02.2013;Zaragoza;Sociedad;1;2;A;0;2;A;2.35;3.3;2.85;24947;23728
SP1;12_13;11.02.2013;Betis;Valladolid;0;0;D;0;0;D;1.9;3.45;3.8;37405;9731
SP1;12_13;15.02.2013;Sevilla;La Coruna;3;1;H;3;1;H;1.45;4.0;7.0;35684;26438
SP1;12_13;16.02.2013;Getafe;Celta;3;1;H;3;1;H;2.0;3.3;3.6;9632;12489
SP1;12_13;16.02.2013;Granada;Barcelona;1;2;A;1;0;H;9.0;5.0;1.3;21526;75844
SP1;12_13;16.02.2013;Malaga;Ath Bilbao;1;0;H;1;0;H;1.8;3.5;4.2;28619;35053
SP1;12_13;16.02.2013;Osasuna;Zaragoza;1;0;H;1;0;H;1.9;3.45;3.8;15852;24947
SP1;12_13;17.02.2013;Espanol;Betis;1;0;H;1;0;H;2.1;3.3;3.3;23682;37405
SP1;12_13;17.02.2013;Real Madrid;Vallecano;2;0;H;2;0;H;1.15;7.0;15.0;74564;10849
SP1;12_13;17.02.2013;Sociedad;Levante;1;1;D;1;1;D;1.8;3.5;4.2;23728;13224
SP1;12_13;17.02.2013;Valencia;Mallorca;2;0;H;0;0;D;1.4;4.4;7.3;38263;13205
SP1;12_13;17.02.2013;Valladolid;Ath Madrid;0;3;A;0;1;A;3.3;3.3;2.1;9731;43038
SP1;12_13;22.02.2013;Ath Bilbao;Sociedad;1;3;A;1;1;D;2.2;3.3;3.1;35053;23728
SP1;12_13;23.02.2013;Barcelona;Sevilla;2;1;H;0;1;A;1.22;6.0;10.5;75844;35684
SP1;12_13;23.02.2013;La Coruna;Real Madrid;1;2;A;1;0;H;8.0;5.0;1.33;26438;74564
SP1;12_13;23.02.2013;Mallorca;Getafe;1;3;A;1;0;H;2.2;3.3;3.1;13205;9632
SP1;12_13;23.02.2013;Zaragoza;Valencia;2;2;D;2;1;H;3.1;3.3;2.2;24947;38263
SP1;12_13;24.02.2013;Ath Madrid;Espanol;1;0;H;1;0;H;1.4;4.4;7.3;43038;23682
SP1;12_13;24.02.2013;Betis;Malaga;3;0;H;3;0;H;2.5;3.3;2.65;37405;28619
SP1;12_13;24.02.2013;Celta;Granada;2;1;H;1;1;D;2.0;3.3;3.6;12489;21526
SP1;12_13;24.02.2013;Vallecano;Valladolid;1;2;A;0;0;D;1.85;3.45;4.0;10849;9731
SP1;12_13;25.02.2013;Levante;Osasuna;0;2;A;0;0;D;1.9;3.45;3.8;13224;15852
SP1;12_13;01.03.2013;Getafe;Zaragoza;2;0;H;1;0;H;1.9;3.45;3.8;9632;24947
SP1;12_13;02.03.2013;La Coruna;Vallecano;0;0;D;0;0;D;2.4;3.3;2.75;26438;10849
SP1;12_13;02.03.2013;Osasuna;Ath Bilbao;0;1;A;0;0;D;2.3;3.2;3.0;15852;35053
SP1;12_13;02.03.2013;Real Madrid;Barcelona;2;1;H;1;1;D;2.5;3.4;2.6;74564;75844
SP1;12_13;02.03.2013;Valencia;Levante;2;2;D;2;1;H;1.5;4.0;6.1;38263;13224
SP1;12_13;03.03.2013;Espanol;Valladolid;0;0;D;0;0;D;1.85;3.45;4.0;23682;9731
SP1;12_13;03.03.2013;Granada;Mallorca;1;2;A;1;1;D;1.9;3.45;3.8;21526;13205
SP1;12_13;03.03.2013;Malaga;Ath Madrid;0;0;D;0;0;D;2.7;3.2;2.5;28619;43038
SP1;12_13;03.03.2013;Sociedad;Betis;3;3;D;0;1;A;1.8;3.5;4.2;23728;37405
SP1;12_13;04.03.2013;Sevilla;Celta;4;1;H;2;1;H;1.5;4.0;6.1;35684;12489
SP1;12_13;08.03.2013;Betis;Osasuna;2;1;H;1;0;H;1.9;3.45;3.8;37405;15852
SP1;12_13;09.03.2013;Barcelona;La Coruna;2;0;H;1;0;H;1.12;8.0;16.0;75844;26438
SP1;12_13;09.03.2013;Mallorca;Sevilla;2;1;H;1;0;H;3.1;3.3;2.2;13205;35684
SP1;12_13;09.03.2013;Valladolid;Malaga;1;1;D;1;1;D;2.45;3.3;2.7;9731;28619
SP1;12_13;09.03.2013;Vallecano;Espanol;2;0;H;1;0;H;2.0;3.3;3.6;10849;23682
SP1;12_13;10.03.2013;Ath Bilbao;Valencia;1;0;H;0;0;D;2.65;3.3;2.5;35053;38263
SP1;12_13;10.03.2013;Ath Madrid;Sociedad;0;1;A;0;0;D;1.45;4.0;7.0;43038;23728
SP1;12_13;10.03.2013;Celta;Real Madrid;1;2;A;0;0;D;7.3;4.4;1.4;12489;74564
SP1;12_13;10.03.2013;Levante;Getafe;0;0;D;0;0;D;2.1;3.3;3.3;13224;9632
SP1;12_13;11.03.2013;Zaragoza;Granada;0;0;D;0;0;D;2.05;3.3;3.5;24947;21526
SP1;12_13;15.03.2013;La Coruna;Celta;3;1;H;1;0;H;2.15;3.3;3.2;26438;12489
SP1;12_13;16.03.2013;Getafe;Ath Bilbao;1;0;H;1;0;H;2.2;3.3;3.1;9632;35053
SP1;12_13;16.03.2013;Real Madrid;Mallorca;5;2;H;1;2;A;1.12;8.0;16.0;74564;13205
SP1;12_13;16.03.2013;Sociedad;Valladolid;4;1;H;3;0;H;1.65;3.6;5.1;23728;9731
SP1;12_13;16.03.2013;Valencia;Betis;3;0;H;1;0;H;1.6;3.7;5.4;38263;37405
SP1;12_13;17.03.2013;Barcelona;Vallecano;3;1;H;2;0;H;1.12;8.0;16.0;75844;10849
SP1;12_13;17.03.2013;Granada;Levante;1;1;D;1;0;H;2.1;3.3;3.3;21526;13224
SP1;12_13;17.03.2013;Malaga;Espanol;0;2;A;0;0;D;1.75;3.5;4.5;28619;23682
SP1;12_13;17.03.2013;Osasuna;Ath Madrid;0;2;A;0;1;A;3.25;3.25;2.15;15852;43038
SP1;12_13;17.03.2013;Sevilla;Zaragoza;4;0;H;1;0;H;1.45;4.0;7.0;35684;24947
SP1;12_13;30.03.2013;Celta;Barcelona;2;2;D;1;1;D;7.3;4.4;1.4;12489;75844
SP1;12_13;30.03.2013;Levante;Sevilla;1;0;H;1;0;H;2.9;3.3;2.3;13224;35684
SP1;12_13;30.03.2013;Vallecano;Malaga;1;3;A;1;1;D;1.9;3.45;3.8;10849;28619
SP1;12_13;30.03.2013;Zaragoza;Real Madrid;1;1;D;1;1;D;6.4;4.8;1.4;24947;74564
SP1;12_13;31.03.2013;Ath Madrid;Valencia;1;1;D;1;1;D;1.8;3.5;4.2;43038;38263
SP1;12_13;31.03.2013;Espanol;Sociedad;2;2;D;2;1;H;2.5;3.3;2.65;23682;23728
SP1;12_13;31.03.2013;Mallorca;La Coruna;2;3;A;1;1;D;2.0;3.3;3.6;13205;26438
SP1;12_13;31.03.2013;Valladolid;Osasuna;1;3;A;1;0;H;2.05;3.3;3.5;9731;15852
SP1;12_13;01.04.2013;Ath Bilbao;Granada;1;0;H;0;0;D;1.75;3.5;4.5;35053;21526
SP1;12_13;01.04.2013;Betis;Getafe;0;0;D;0;0;D;2.0;3.3;3.6;37405;9632
SP1;12_13;05.04.2013;Granada;Betis;1;5;A;0;3;A;2.3;3.3;2.9;21526;37405
SP1;12_13;06.04.2013;Barcelona;Mallorca;5;0;H;4;0;H;1.2;6.0;12.5;75844;13205
SP1;12_13;06.04.2013;La Coruna;Zaragoza;3;2;H;2;2;D;1.85;3.45;4.0;26438;24947
SP1;12_13;06.04.2013;Real Madrid;Levante;5;1;H;2;1;H;1.15;7.0;15.0;74564;13224
SP1;12_13;06.04.2013;Sociedad;Malaga;4;2;H;3;1;H;1.75;3.5;4.5;23728;28619
SP1;12_13;07.04.2013;Celta;Vallecano;0;2;A;0;1;A;1.85;3.6;3.8;12489;10849
SP1;12_13;07.04.2013;Getafe;Ath Madrid;0;0;D;0;0;D;3.6;3.3;2.0;9632;43038
SP1;12_13;07.04.2013;Osasuna;Espanol;0;2;A;0;0;D;2.0;3.3;3.6;15852;23682
SP1;12_13;07.04.2013;Valencia;Valladolid;2;1;H;1;0;H;1.35;4.8;7.6;38263;9731
SP1;12_13;08.04.2013;Sevilla;Ath Bilbao;2;1;H;1;0;H;1.6;3.9;5.0;35684;35053
SP1;12_13;12.04.2013;Betis;Sevilla;3;3;D;1;3;A;2.5;3.3;2.65;37405;35684
SP1;12_13;13.04.2013;Espanol;Valencia;3;3;D;1;0;H;2.65;3.3;2.5;23682;38263
SP1;12_13;13.04.2013;Levante;La Coruna;0;4;A;0;3;A;2.0;3.4;3.5;13224;26438
SP1;12_13;13.04.2013;Malaga;Osasuna;1;0;H;0;0;D;2.0;3.3;3.6;28619;15852
SP1;12_13;13.04.2013;Valladolid;Getafe;2;1;H;0;1;A;2.4;3.3;2.75;9731;9632
SP1;12_13;14.04.2013;Ath Bilbao;Real Madrid;0;3;A;0;1;A;5.6;3.9;1.55;35053;74564
SP1;12_13;14.04.2013;Ath Madrid;Granada;5;0;H;2;0;H;1.35;4.8;7.6;43038;21526
SP1;12_13;14.04.2013;Vallecano;Sociedad;0;2;A;0;2;A;2.6;3.2;2.6;10849;23728
SP1;12_13;14.04.2013;Zaragoza;Barcelona;0;3;A;0;2;A;7.0;4.0;1.45;24947;75844
SP1;12_13;15.04.2013;Mallorca;Celta;1;0;H;0;0;D;2.0;3.3;3.6;13205;12489
SP1;12_13;19.04.2013;Mallorca;Vallecano;1;1;D;1;1;D;2.1;3.3;3.3;13205;10849
SP1;12_13;20.04.2013;Barcelona;Levante;1;0;H;0;0;D;1.25;5.5;10.3;75844;13224
SP1;12_13;20.04.2013;Granada;Valladolid;1;1;D;0;0;D;2.1;3.3;3.3;21526;9731
SP1;12_13;20.04.2013;Real Madrid;Betis;3;1;H;1;0;H;1.3;5.0;9.0;74564;37405
SP1;12_13;20.04.2013;Valencia;Malaga;5;1;H;4;1;H;1.7;3.6;4.7;38263;28619
SP1;12_13;21.04.2013;Getafe;Espanol;0;2;A;0;1;A;2.1;3.3;3.3;9632;23682
SP1;12_13;21.04.2013;La Coruna;Ath Bilbao;1;1;D;1;1;D;2.1;3.3;3.3;26438;35053
SP1;12_13;21.04.2013;Osasuna;Sociedad;0;0;D;0;0;D;2.75;3.3;2.4;15852;23728
SP1;12_13;21.04.2013;Sevilla;Ath Madrid;0;1;A;0;0;D;2.3;3.3;2.9;35684;43038
SP1;12_13;22.04.2013;Celta;Zaragoza;2;1;H;1;1;D;2.0;3.3;3.6;12489;24947
SP1;12_13;26.04.2013;Vallecano;Osasuna;2;2;D;1;2;A;1.85;3.5;3.9;10849;15852
SP1;12_13;27.04.2013;Ath Bilbao;Barcelona;2;2;D;1;0;H;4.5;4.0;1.65;35053;75844
SP1;12_13;27.04.2013;Ath Madrid;Real Madrid;1;2;A;1;1;D;2.5;3.3;2.65;43038;74564
SP1;12_13;27.04.2013;Levante;Celta;0;1;A;0;1;A;2.15;3.3;3.2;13224;12489
SP1;12_13;27.04.2013;Zaragoza;Mallorca;3;2;H;1;1;D;2.05;3.3;3.5;24947;13205
SP1;12_13;28.04.2013;Espanol;Granada;0;1;A;0;1;A;1.85;3.45;4.0;23682;21526
SP1;12_13;28.04.2013;Malaga;Getafe;2;1;H;1;0;H;1.7;3.6;4.7;28619;9632
SP1;12_13;28.04.2013;Sociedad;Valencia;4;2;H;1;1;D;2.2;3.3;3.1;23728;38263
SP1;12_13;28.04.2013;Valladolid;Sevilla;1;1;D;1;0;H;2.9;3.3;2.3;9731;35684
SP1;12_13;29.04.2013;Betis;La Coruna;1;1;D;0;1;A;2.0;3.3;3.6;37405;26438
SP1;12_13;03.05.2013;Celta;Ath Bilbao;1;1;D;0;1;A;2.2;3.4;3.0;12489;35053
SP1;12_13;04.05.2013;Granada;Malaga;1;0;H;1;0;H;2.5;3.4;2.6;21526;28619
SP1;12_13;04.05.2013;La Coruna;Ath Madrid;0;0;D;0;0;D;3.0;3.4;2.2;26438;43038
SP1;12_13;04.05.2013;Real Madrid;Valladolid;4;3;H;2;2;D;1.22;6.0;10.0;74564;9731
SP1;12_13;04.05.2013;Valencia;Osasuna;4;0;H;2;0;H;1.4;4.6;6.8;38263;15852
SP1;12_13;05.05.2013;Barcelona;Betis;4;2;H;1;2;A;1.22;5.7;11.0;75844;37405
SP1;12_13;05.05.2013;Mallorca;Levante;1;1;D;1;1;D;1.8;3.7;3.9;13205;13224
SP1;12_13;05.05.2013;Sevilla;Espanol;3;0;H;3;0;H;1.6;3.9;5.0;35684;23682
SP1;12_13;05.05.2013;Zaragoza;Vallecano;3;0;H;1;0;H;2.0;3.5;3.4;24947;10849
SP1;12_13;06.05.2013;Getafe;Sociedad;2;1;H;2;1;H;3.5;3.4;2.0;9632;23728
SP1;12_13;08.05.2013;Celta;Ath Madrid;1;3;A;0;0;D;3.1;3.3;2.2;12489;43038
SP1;12_13;08.05.2013;Real Madrid;Malaga;6;2;H;4;2;H;1.25;6.0;9.0;74564;28619
SP1;12_13;10.05.2013;Levante;Zaragoza;0;0;D;0;0;D;2.5;3.3;2.65;13224;24947
SP1;12_13;11.05.2013;Ath Bilbao;Mallorca;2;1;H;1;0;H;1.75;3.7;4.2;35053;13205
SP1;12_13;11.05.2013;Espanol;Real Madrid;1;1;D;1;0;H;7.0;4.0;1.45;23682;74564
SP1;12_13;11.05.2013;Osasuna;Getafe;1;0;H;0;0;D;1.85;3.6;3.8;15852;9632
SP1;12_13;11.05.2013;Valladolid;La Coruna;1;0;H;0;0;D;2.3;3.3;2.9;9731;26438
SP1;12_13;12.05.2013;Ath Madrid;Barcelona;1;2;A;0;0;D;3.6;3.6;1.9;43038;75844
SP1;12_13;12.05.2013;Betis;Celta;1;0;H;0;0;D;1.9;3.6;3.6;37405;12489
SP1;12_13;12.05.2013;Malaga;Sevilla;0;0;D;0;0;D;2.3;3.3;2.9;28619;35684
SP1;12_13;12.05.2013;Vallecano;Valencia;0;4;A;0;2;A;3.5;3.4;2.0;10849;38263
SP1;12_13;13.05.2013;Sociedad;Granada;2;2;D;2;1;H;1.4;4.4;7.3;23728;21526
SP1;12_13;18.05.2013;Getafe;Valencia;0;1;A;0;1;A;3.7;3.7;1.85;9632;38263
SP1;12_13;18.05.2013;Granada;Osasuna;3;0;H;1;0;H;2.1;2.8;3.7;21526;15852
SP1;12_13;18.05.2013;Sevilla;Sociedad;1;2;A;1;2;A;2.0;3.5;3.4;35684;23728
SP1;12_13;19.05.2013;Barcelona;Valladolid;2;1;H;2;0;H;1.25;6.0;9.0;75844;9731
SP1;12_13;19.05.2013;La Coruna;Espanol;2;0;H;0;0;D;1.65;3.6;5.1;26438;23682
SP1;12_13;19.05.2013;Levante;Vallecano;2;3;A;0;1;A;2.3;3.3;2.9;13224;10849
SP1;12_13;19.05.2013;Zaragoza;Ath Bilbao;1;2;A;1;0;H;1.9;3.5;3.7;24947;35053
SP1;12_13;20.05.2013;Mallorca;Betis;1;0;H;1;0;H;2.5;3.5;2.5;13205;37405
SP1;12_13;26.05.2013;Ath Bilbao;Levante;0;1;A;0;0;D;1.5;4.0;6.1;35053;13224
SP1;12_13;26.05.2013;Ath Madrid;Mallorca;0;0;D;0;0;D;1.6;4.3;4.4;43038;13205
SP1;12_13;26.05.2013;Betis;Zaragoza;4;0;H;2;0;H;2.15;3.4;3.1;37405;24947
SP1;12_13;26.05.2013;Espanol;Barcelona;0;2;A;0;1;A;4.8;4.0;1.6;23682;75844
SP1;12_13;26.05.2013;Getafe;Vallecano;1;2;A;0;0;D;2.2;3.3;3.1;9632;10849
SP1;12_13;26.05.2013;Malaga;La Coruna;3;1;H;1;0;H;2.5;3.3;2.65;28619;26438
SP1;12_13;26.05.2013;Osasuna;Sevilla;2;1;H;0;0;D;2.2;3.4;3.0;15852;35684
SP1;12_13;26.05.2013;Sociedad;Real Madrid;3;3;D;0;1;A;2.5;3.5;2.5;23728;74564
SP1;12_13;26.05.2013;Valencia;Granada;1;0;H;0;0;D;1.27;5.2;10.0;38263;21526
SP1;12_13;26.05.2013;Valladolid;Celta;0;2;A;0;1;A;2.8;3.4;2.3;9731;12489
SP1;12_13;01.06.2013;Barcelona;Malaga;4;1;H;3;0;H;1.22;6.0;10.5;75844;28619
SP1;12_13;01.06.2013;Celta;Espanol;1;0;H;1;0;H;1.4;4.5;6.0;12489;23682
SP1;12_13;01.06.2013;Granada;Getafe;2;0;H;1;0;H;2.2;3.2;3.2;21526;9632
SP1;12_13;01.06.2013;La Coruna;Sociedad;0;1;A;0;1;A;2.2;4.0;2.6;26438;23728
SP1;12_13;01.06.2013;Levante;Betis;1;1;D;0;0;D;3.6;2.8;2.2;13224;37405
SP1;12_13;01.06.2013;Mallorca;Valladolid;4;2;H;2;1;H;1.4;4.5;6.0;13205;9731
SP1;12_13;01.06.2013;Real Madrid;Osasuna;4;2;H;2;0;H;1.25;5.5;10.0;74564;15852
SP1;12_13;01.06.2013;Sevilla;Valencia;4;3;H;2;1;H;3.3;3.6;2.0;35684;38263
SP1;12_13;01.06.2013;Vallecano;Ath Bilbao;2;2;D;1;1;D;2.0;3.3;3.6;10849;35053
SP1;12_13;01.06.2013;Zaragoza;Ath Madrid;1;3;A;0;0;D;1.85;3.7;3.5;24947;43038
SP1;13_14;17.08.2013;Sociedad;Getafe;2;0;H;1;0;H;1.7;3.6;4.7;23367;8553
SP1;13_14;17.08.2013;Valencia;Malaga;1;0;H;0;0;D;1.55;3.9;5.6;36919;27109
SP1;13_14;17.08.2013;Valladolid;Ath Bilbao;1;2;A;1;1;D;2.4;3.3;2.75;16311;36105
SP1;13_14;18.08.2013;Barcelona;Levante;7;0;H;6;0;H;1.1;8.0;20.0;71120;14792
SP1;13_14;18.08.2013;Osasuna;Granada;1;2;A;0;2;A;2.0;3.3;3.6;16337;19669
SP1;13_14;18.08.2013;Real Madrid;Betis;2;1;H;1;1;D;1.17;6.5;14.0;69988;34983
SP1;13_14;18.08.2013;Sevilla;Ath Madrid;1;3;A;1;1;D;2.6;3.2;2.6;28026;44296
SP1;13_14;19.08.2013;Almeria;Villarreal;2;3;A;1;0;H;2.5;3.3;2.65;7709;10601
SP1;13_14;19.08.2013;Celta;Espanol;2;2;D;1;0;H;2.2;3.3;3.1;19944;20978
SP1;13_14;19.08.2013;Vallecano;Elche;3;0;H;2;0;H;2.1;3.3;3.3;9650;14953
SP1;13_14;23.08.2013;Ath Bilbao;Osasuna;2;0;H;1;0;H;1.7;3.6;4.7;36105;16337
SP1;13_14;23.08.2013;Getafe;Almeria;2;2;D;1;2;A;1.85;3.45;4.0;8553;7709
SP1;13_14;24.08.2013;Elche;Sociedad;1;1;D;1;0;H;3.0;3.3;2.25;14953;23367
SP1;13_14;24.08.2013;Espanol;Valencia;3;1;H;1;1;D;2.9;3.3;2.3;20978;36919
SP1;13_14;24.08.2013;Villarreal;Valladolid;2;1;H;1;1;D;1.85;3.45;4.0;10601;16311
SP1;13_14;25.08.2013;Ath Madrid;Vallecano;5;0;H;3;0;H;1.35;4.8;7.6;44296;9650
SP1;13_14;25.08.2013;Betis;Celta;1;2;A;0;0;D;1.7;3.7;4.5;34983;19944
SP1;13_14;25.08.2013;Levante;Sevilla;0;0;D;0;0;D;2.85;3.3;2.35;14792;28026
SP1;13_14;25.08.2013;Malaga;Barcelona;0;1;A;0;1;A;10.3;5.5;1.25;27109;71120
SP1;13_14;26.08.2013;Granada;Real Madrid;0;1;A;0;1;A;10.0;5.2;1.27;19669;69988
SP1;13_14;30.08.2013;Almeria;Elche;2;2;D;2;1;H;2.1;3.3;3.3;7709;14953
SP1;13_14;30.08.2013;Vallecano;Levante;1;2;A;0;1;A;2.0;3.3;3.6;9650;14792
SP1;13_14;31.08.2013;Celta;Granada;1;1;D;1;0;H;2.1;3.3;3.3;19944;19669
SP1;13_14;31.08.2013;Osasuna;Villarreal;0;3;A;0;2;A;2.5;3.3;2.65;16337;10601
SP1;13_14;31.08.2013;Valladolid;Getafe;1;0;H;0;0;D;2.0;3.3;3.6;16311;8553
SP1;13_14;01.09.2013;Espanol;Betis;0;0;D;0;0;D;1.9;3.45;3.8;20978;34983
SP1;13_14;01.09.2013;Real Madrid;Ath Bilbao;3;1;H;2;0;H;1.2;6.5;10.3;69988;36105
SP1;13_14;01.09.2013;Sevilla;Malaga;2;2;D;1;1;D;1.65;3.8;4.7;28026;27109
SP1;13_14;01.09.2013;Sociedad;Ath Madrid;1;2;A;0;1;A;2.75;3.3;2.4;23367;44296
SP1;13_14;01.09.2013;Valencia;Barcelona;2;3;A;2;3;A;5.0;3.9;1.6;36919;71120
SP1;13_14;14.09.2013;Ath Madrid;Almeria;4;2;H;2;1;H;1.27;5.2;10.0;44296;7709
SP1;13_14;14.09.2013;Barcelona;Sevilla;3;2;H;1;0;H;1.15;7.0;15.0;71120;28026
SP1;13_14;14.09.2013;Levante;Sociedad;0;0;D;0;0;D;2.9;3.3;2.3;14792;23367
SP1;13_14;14.09.2013;Villarreal;Real Madrid;2;2;D;1;1;D;6.1;4.0;1.5;10601;69988
SP1;13_14;15.09.2013;Betis;Valencia;3;1;H;3;0;H;2.75;3.3;2.4;34983;36919
SP1;13_14;15.09.2013;Getafe;Osasuna;2;1;H;1;1;D;1.9;3.45;3.8;8553;16337
SP1;13_14;15.09.2013;Granada;Espanol;0;1;A;0;0;D;2.3;3.3;2.9;19669;20978
SP1;13_14;15.09.2013;Malaga;Vallecano;5;0;H;2;0;H;2.0;3.3;3.6;27109;9650
SP1;13_14;16.09.2013;Ath Bilbao;Celta;3;2;H;1;1;D;1.65;3.6;5.1;36105;19944
SP1;13_14;16.09.2013;Elche;Valladolid;0;0;D;0;0;D;2.3;3.3;2.9;14953;16311
SP1;13_14;20.09.2013;Osasuna;Elche;2;1;H;1;0;H;2.0;3.3;3.6;16337;14953
SP1;13_14;21.09.2013;Almeria;Levante;2;2;D;1;0;H;2.1;3.3;3.3;7709;14792
SP1;13_14;21.09.2013;Sociedad;Malaga;0;0;D;0;0;D;1.85;3.6;3.8;23367;27109
SP1;13_14;21.09.2013;Valladolid;Ath Madrid;0;2;A;0;0;D;5.1;3.6;1.65;16311;44296
SP1;13_14;21.09.2013;Vallecano;Barcelona;0;4;A;0;1;A;9.0;6.0;1.25;9650;71120
SP1;13_14;22.09.2013;Betis;Granada;0;0;D;0;0;D;1.75;3.5;4.5;34983;19669
SP1;13_14;22.09.2013;Celta;Villarreal;0;0;D;0;0;D;2.75;3.3;2.4;19944;10601
SP1;13_14;22.09.2013;Real Madrid;Getafe;4;1;H;2;1;H;1.15;7.0;15.0;69988;8553
SP1;13_14;22.09.2013;Valencia;Sevilla;3;1;H;1;0;H;1.9;3.45;3.8;36919;28026
SP1;13_14;23.09.2013;Espanol;Ath Bilbao;3;2;H;1;1;D;2.25;3.3;3.0;20978;36105
SP1;13_14;24.09.2013;Ath Madrid;Osasuna;2;1;H;2;1;H;1.22;5.5;12.0;44296;16337
SP1;13_14;24.09.2013;Barcelona;Sociedad;4;1;H;3;0;H;1.13;8.0;16.0;71120;23367
SP1;13_14;24.09.2013;Levante;Valladolid;1;1;D;1;1;D;2.0;3.4;3.5;14792;16311
SP1;13_14;24.09.2013;Malaga;Almeria;2;0;H;0;0;D;1.7;3.7;4.5;27109;7709
SP1;13_14;25.09.2013;Elche;Real Madrid;1;2;A;0;0;D;10.5;6.0;1.22;14953;69988
SP1;13_14;25.09.2013;Granada;Valencia;0;1;A;0;0;D;2.75;3.3;2.4;19669;36919
SP1;13_14;25.09.2013;Sevilla;Vallecano;4;1;H;1;0;H;1.6;3.9;5.0;28026;9650
SP1;13_14;26.09.2013;Ath Bilbao;Betis;2;1;H;0;0;D;1.8;3.5;4.2;36105;34983
SP1;13_14;26.09.2013;Getafe;Celta;2;0;H;1;0;H;2.0;3.3;3.6;8553;19944
SP1;13_14;26.09.2013;Villarreal;Espanol;2;1;H;1;0;H;1.8;3.5;4.2;10601;20978
SP1;13_14;27.09.2013;Valladolid;Malaga;2;2;D;0;1;A;2.6;3.2;2.6;16311;27109
SP1;13_14;28.09.2013;Almeria;Barcelona;0;2;A;0;1;A;13.0;7.0;1.17;7709;71120
SP1;13_14;28.09.2013;Real Madrid;Ath Madrid;0;1;A;0;1;A;1.6;3.8;5.2;69988;44296
SP1;13_14;28.09.2013;Sociedad;Sevilla;1;1;D;0;1;A;2.0;3.45;3.45;23367;28026
SP1;13_14;28.09.2013;Valencia;Vallecano;1;0;H;1;0;H;1.3;5.0;9.0;36919;9650
SP1;13_14;29.09.2013;Betis;Villarreal;1;0;H;1;0;H;2.4;3.3;2.75;34983;10601
SP1;13_14;29.09.2013;Celta;Elche;0;1;A;0;0;D;1.85;3.45;4.0;19944;14953
SP1;13_14;29.09.2013;Espanol;Getafe;0;2;A;0;0;D;1.75;3.5;4.5;20978;8553
SP1;13_14;29.09.2013;Osasuna;Levante;0;1;A;0;0;D;2.0;3.3;3.6;16337;14792
SP1;13_14;30.09.2013;Granada;Ath Bilbao;2;0;H;0;0;D;2.5;3.3;2.65;19669;36105
SP1;13_14;04.10.2013;Malaga;Osasuna;0;1;A;0;1;A;1.57;3.8;5.5;27109;16337
SP1;13_14;04.10.2013;Villarreal;Granada;3;0;H;1;0;H;1.45;4.0;7.0;10601;19669
SP1;13_14;05.10.2013;Barcelona;Valladolid;4;1;H;1;1;D;1.11;8.0;19.0;71120;16311
SP1;13_14;05.10.2013;Elche;Espanol;2;1;H;1;0;H;2.4;3.3;2.75;14953;20978
SP1;13_14;05.10.2013;Levante;Real Madrid;2;3;A;0;0;D;7.6;4.8;1.35;14792;69988
SP1;13_14;05.10.2013;Vallecano;Sociedad;1;0;H;0;0;D;3.3;3.3;2.1;9650;23367
SP1;13_14;06.10.2013;Ath Bilbao;Valencia;1;1;D;0;1;A;2.2;3.3;3.1;36105;36919
SP1;13_14;06.10.2013;Ath Madrid;Celta;2;1;H;1;0;H;1.22;5.5;12.0;44296;19944
SP1;13_14;06.10.2013;Getafe;Betis;3;1;H;3;0;H;2.25;3.3;3.0;8553;34983
SP1;13_14;06.10.2013;Sevilla;Almeria;2;1;H;1;1;D;1.45;4.0;7.0;28026;7709
SP1;13_14;19.10.2013;Espanol;Ath Madrid;1;0;H;0;0;D;4.7;3.6;1.7;20978;44296
SP1;13_14;19.10.2013;Osasuna;Barcelona;0;0;D;0;0;D;11.0;6.0;1.22;16337;71120
SP1;13_14;19.10.2013;Real Madrid;Malaga;2;0;H;0;0;D;1.2;6.0;12.5;69988;27109
SP1;13_14;19.10.2013;Valencia;Sociedad;1;2;A;0;1;A;1.7;3.6;4.7;36919;23367
SP1;13_14;20.10.2013;Almeria;Vallecano;0;1;A;0;0;D;1.85;3.45;4.0;7709;9650
SP1;13_14;20.10.2013;Betis;Elche;1;2;A;1;2;A;1.7;3.6;4.7;34983;14953
SP1;13_14;20.10.2013;Granada;Getafe;0;2;A;0;0;D;2.2;3.3;3.1;19669;8553
SP1;13_14;20.10.2013;Valladolid;Sevilla;2;2;D;0;2;A;2.9;3.3;2.3;16311;28026
SP1;13_14;21.10.2013;Ath Bilbao;Villarreal;2;0;H;2;0;H;2.3;3.3;2.9;36105;10601
